file_path	match_count	area	phase
.opencode/skills/sk-deep-review/manual_testing_playbook/02--initialization-and-state-setup/007-scope-discovery-and-dimension-ordering.md	9	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/03--iteration-execution-and-state-discipline/008-review-iteration-reads-state-before-review.md	10	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/03--iteration-execution-and-state-discipline/009-review-iteration-writes-findings-jsonl-and-strategy-update.md	8	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/03--iteration-execution-and-state-discipline/010-strategy-next-focus-and-dimension-rotation.md	11	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/03--iteration-execution-and-state-discipline/011-cross-reference-verification-detects-misalignment.md	11	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/03--iteration-execution-and-state-discipline/012-adversarial-self-check-runs-on-p0-findings.md	10	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/03--iteration-execution-and-state-discipline/013-review-dashboard-generation-after-iteration.md	10	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/03--iteration-execution-and-state-discipline/014-severity-classification-in-jsonl.md	12	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/03--iteration-execution-and-state-discipline/015-graph-events-review.md	7	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/03--iteration-execution-and-state-discipline/016-cli-copilot-target-authority-dispatch.md	4	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/04--convergence-and-recovery/015-stop-on-max-iterations.md	14	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/04--convergence-and-recovery/016-composite-review-convergence-stop-behavior.md	14	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/04--convergence-and-recovery/017-p0-override-blocks-convergence.md	14	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/04--convergence-and-recovery/018-review-quality-guards-block-premature-stop.md	14	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/04--convergence-and-recovery/019-stuck-recovery-widens-dimension-focus.md	14	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/04--convergence-and-recovery/020-dimension-coverage-convergence-signal.md	14	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/04--convergence-and-recovery/021-graph-convergence-review.md	7	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/04--convergence-and-recovery/022-blocked-stop-reducer-surfacing.md	12	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/04--convergence-and-recovery/023-fail-closed-reducer.md	11	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/05--pause-resume-and-fault-tolerance/021-pause-sentinel-halts-between-review-iterations.md	14	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/05--pause-resume-and-fault-tolerance/022-resume-after-pause-sentinel-removal.md	15	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/05--pause-resume-and-fault-tolerance/023-malformed-jsonl-lines-are-skipped-with-defaults.md	14	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/05--pause-resume-and-fault-tolerance/024-jsonl-reconstruction-from-review-iteration-files.md	15	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/06--synthesis-save-and-guardrails/025-review-report-synthesis-has-all-9-sections.md	12	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/06--synthesis-save-and-guardrails/026-review-verdict-determines-post-review-workflow.md	12	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/06--synthesis-save-and-guardrails/027-final-synthesis-memory-save-and-guardrail-behavior.md	11	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/06--synthesis-save-and-guardrails/028-finding-deduplication-and-registry.md	14	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/06--synthesis-save-and-guardrails/029-resource-map-emission.md	8	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/07--command-flow-stress-tests/052-setup-yaml-handoff.md	2	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/07--command-flow-stress-tests/053-three-artifact-iteration-contract.md	2	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/07--command-flow-stress-tests/054-resource-map-coverage-gate.md	2	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/07--command-flow-stress-tests/055-synthesis-save-boundary.md	2	skill-folder-root	002
.opencode/skills/sk-deep-review/manual_testing_playbook/07--command-flow-stress-tests/056-leaf-only-nested-dispatch-refusal.md	3	skill-folder-root	002
